prefix,updates,avg_path_len,max_path_len,min_path_len,unique_origins,suspicious,anomaly
89.144.128.0,2,17.0,17,17,1,True,-1
89.144.130.0,1,17.0,17,17,1,True,-1
89.144.144.0,1,17.0,17,17,1,True,-1
89.144.156.0,1,17.0,17,17,1,True,-1
89.144.160.0,1,17.0,17,17,1,True,-1
89.144.176.0,1,17.0,17,17,1,True,-1
89.41.40.0,1,15.0,15,15,1,True,-1
91.106.64.0,1,17.0,17,17,1,True,-1
91.106.65.0,1,17.0,17,17,1,True,-1
91.106.66.0,1,17.0,17,17,1,True,-1
91.106.67.0,1,17.0,17,17,1,True,-1
91.106.68.0,1,17.0,17,17,1,True,-1
91.106.69.0,1,17.0,17,17,1,True,-1
91.106.70.0,1,17.0,17,17,1,True,-1
91.106.71.0,1,17.0,17,17,1,True,-1
91.106.72.0,1,17.0,17,17,1,True,-1
91.106.73.0,1,17.0,17,17,1,True,-1
91.106.74.0,1,17.0,17,17,1,True,-1
91.106.75.0,1,17.0,17,17,1,True,-1
91.106.76.0,1,17.0,17,17,1,True,-1
91.106.77.0,1,17.0,17,17,1,True,-1
91.106.78.0,1,17.0,17,17,1,True,-1
91.106.79.0,1,17.0,17,17,1,True,-1
91.106.80.0,1,17.0,17,17,1,True,-1
91.106.81.0,1,17.0,17,17,1,True,-1
91.106.82.0,1,17.0,17,17,1,True,-1
91.106.83.0,1,17.0,17,17,1,True,-1
91.106.84.0,1,17.0,17,17,1,True,-1
91.106.85.0,1,17.0,17,17,1,True,-1
91.106.86.0,1,17.0,17,17,1,True,-1
91.106.87.0,1,17.0,17,17,1,True,-1
91.106.88.0,1,17.0,17,17,1,True,-1
91.106.89.0,1,17.0,17,17,1,True,-1
91.106.90.0,1,17.0,17,17,1,True,-1
91.106.91.0,1,17.0,17,17,1,True,-1
91.106.92.0,1,17.0,17,17,1,True,-1
91.106.93.0,1,17.0,17,17,1,True,-1
91.106.94.0,1,17.0,17,17,1,True,-1
91.106.95.0,1,17.0,17,17,1,True,-1
91.147.112.0,229,7.152838427947598,12,4,1,True,-1
91.147.113.0,229,7.152838427947598,12,4,1,True,-1
91.216.178.0,199,6.879396984924624,17,4,1,True,-1
93.117.176.0,2,16.0,16,16,1,True,-1
93.117.180.0,1,16.0,16,16,1,True,-1
93.117.184.0,1,16.0,16,16,1,True,-1
93.119.208.0,2,16.0,16,16,1,True,-1
93.119.212.0,1,16.0,16,16,1,True,-1
93.119.216.0,1,16.0,16,16,1,True,-1
93.119.220.0,1,16.0,16,16,1,True,-1
93.126.0.0,1,16.0,16,16,1,True,-1
93.175.153.0,210,6.142857142857143,13,3,1,True,-1
93.188.206.0,77,7.467532467532467,19,4,1,False,-1
94.101.128.0,1,16.0,16,16,1,True,-1
94.101.136.0,1,16.0,16,16,1,True,-1
94.101.139.0,1,16.0,16,16,1,True,-1
94.101.140.0,1,16.0,16,16,1,True,-1
94.101.142.0,2,16.0,16,16,1,True,-1
94.103.124.0,3,13.0,15,12,1,False,-1
94.139.160.0,1,17.0,17,17,1,True,-1
94.139.176.0,1,16.0,16,16,1,True,-1
94.139.184.0,1,16.0,16,16,1,True,-1
94.139.188.0,1,16.0,16,16,1,True,-1
94.139.190.0,1,16.0,16,16,1,True,-1
94.76.125.0,176,8.670454545454545,14,2,1,True,-1
94.76.67.0,175,8.714285714285714,14,2,1,True,-1
95.81.100.0,1,17.0,17,17,1,True,-1
95.81.104.0,1,17.0,17,17,1,True,-1
95.81.112.0,1,17.0,17,17,1,True,-1
95.81.80.0,2,16.0,16,16,1,True,-1
95.81.81.0,1,16.0,16,16,1,True,-1
95.81.82.0,1,16.0,16,16,1,True,-1
95.81.83.0,1,17.0,17,17,1,True,-1
95.81.88.0,1,16.0,16,16,1,True,-1
95.81.96.0,3,17.0,17,17,1,True,-1
